t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1598407780,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407781,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407782,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407783,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407784,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407785,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407786,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407787,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407788,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407789,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407790,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407791,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407792,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407793,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407794,11,219,39.545455,1,60.825180,10.000000,39.000000,219.000000,219.000000,219.000000,219.000000
1598407795,11,219,39.545455,1,60.825180,10.000000,39.000000,219.000000,219.000000,219.000000,219.000000
1598407796,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407797,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407798,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407799,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407800,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407801,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407802,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407803,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407804,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407805,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407806,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407807,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407808,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598407809,16,219,35.862671,1,54.262719,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
