t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1598408776,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408777,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408778,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408779,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408780,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408781,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408782,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408783,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408784,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408785,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408786,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408787,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408788,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408789,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408790,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408791,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408792,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408793,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408794,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598408795,5,219,58.200000,5,81.036782,23.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598408796,5,219,58.200000,5,81.036782,23.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598408797,10,219,42.986752,1,64.125704,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598408798,10,219,42.986752,1,64.125704,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598408799,10,219,42.986752,1,64.125704,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598408800,10,219,42.986752,1,64.125704,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598408801,10,219,42.986752,1,64.125704,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598408802,10,219,42.986752,1,64.125704,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598408803,10,219,42.986752,1,64.125704,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598408804,10,219,42.986752,1,64.125704,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
