t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1598452398,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452399,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452400,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452401,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452402,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452403,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452404,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452405,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452406,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452407,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452408,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598452409,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452410,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452411,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452412,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452413,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452414,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452415,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452416,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452417,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452418,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452419,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452420,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452421,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452422,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452423,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452424,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452425,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452426,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452427,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452428,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452429,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452430,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452433,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
1598452433,2,269,139.500000,10,129.500000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
