timestamps,jvm.heap.usage.csv,ExecutorMetrics.OnHeapStorageMemory.csv,ExecutorMetrics.OnHeapExecutionMemory.csv,ExecutorMetrics.OnHeapUnifiedMemory.csv,executor.jvmGCTime.csv,executor.cpuTime.csv,executor.runTime.csv
0,0.0076549480787118495,0.0,0.0,0.0,0.0,0.0,0.0
1,0.008928036080779233,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00915810014808024,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01648904014111744,0.0,0.0,0.0,0.0,0.0,0.0
4,0.013018059147743366,0.0,0.0,0.0,0.0094,0.025788657,0.2828
5,0.01396175469385664,0.0,0.0,0.0,0.0094,0.025788657,0.2828
6,0.01462457704530971,0.0,0.0,0.0,0.0094,0.025788657,0.2828
7,0.01498595344859864,0.0,0.0,0.0,0.0094,0.025788657,0.2828
8,0.016055605458021493,0.0,0.0,0.0,0.0094,0.025788657,0.2828
9,0.02015086076836506,0.0,0.0,0.0,0.0094,0.025788657,0.2828
10,0.030204256639739895,0.0,0.0,0.0,0.0094,0.025788657,0.2828
11,0.05561256272489636,0.007065963745117187,0.0,0.0035329818725585937,0.0094,0.025788657,0.2828
12,0.06313810068249408,0.01059894561767578,0.0,0.00529947280883789,0.0094,0.025788657,0.2828
13,0.06373043421761278,0.01059894561767578,0.0,0.00529947280883789,0.0094,0.025788657,0.2828
14,0.08775314419061984,0.01059894561767578,0.0,0.00529947280883789,0.3118,1.006692905,2.4788
15,0.13506595702722682,0.01059894561767578,0.0,0.00529947280883789,0.3118,1.006692905,2.4788
16,0.18996965533526053,0.01059894561767578,0.0,0.00529947280883789,0.3118,1.006692905,2.4788
17,0.14859612100041197,0.01059894561767578,0.0,0.00529947280883789,0.6006,2.0738696406,4.7421999999999995
18,0.2692779964288818,15.773329544067384,0.0,7.886664772033692,1.525,4.9133126956,11.121
19,0.27854500728398685,151.16307249069214,0.0,75.58153624534607,1.8077999999999999,6.085006564,13.882200000000001
20,0.32356494755837917,151.16307249069214,0.0,75.58153624534607,1.8077999999999999,6.085006564,13.882200000000001
21,0.356233204854972,360.5788056373596,0.0,180.2894028186798,2.2041999999999997,6.7308100072,15.5792
22,0.32431676288909617,457.8904438018799,0.0,228.94522190093994,2.6978,7.9672812126000006,18.9268
23,0.28969346035708765,457.8904438018799,0.0,228.94522190093994,3.0751999999999997,8.786318878200001,20.898
24,0.3138189900939657,457.8904438018799,0.0,228.94522190093994,3.1782,9.8669164,22.186799999999998
25,0.3176678061125141,457.8904438018799,0.0,228.94522190093994,3.593,9.888320951399999,22.623
26,0.30351294161559006,457.8904438018799,0.0,228.94522190093994,3.6548000000000003,11.1464684426,23.9768
27,0.3372642125247829,504.7523055076599,0.0,252.37615275382996,3.6576,11.692570121600001,24.525599999999997
28,0.37143893934677863,504.7523055076599,0.0,252.37615275382996,3.6576,11.692570121600001,24.525599999999997
29,0.3786666740201653,557.0917397499085,0.0,278.54586987495424,3.6608,13.8784725924,27.131400000000003
30,0.3180661351037071,557.0917397499085,0.0,278.54586987495424,3.666,15.2997040726,28.560599999999997
31,0.3548108304931842,598.0058610916137,0.0,299.00293054580686,3.666,15.942544403,29.599400000000003
32,0.4214888533141973,625.8629000663757,0.0,312.93145003318784,3.666,17.2100769366,30.9084
33,0.2898114349775935,625.8629000663757,0.0,312.93145003318784,3.6732,18.3700173444,32.0932
34,0.31303997506024056,625.8629000663757,0.0,312.93145003318784,3.6752,19.6251729466,33.365199999999994
35,0.3382174958373386,625.8629000663757,0.0,312.93145003318784,3.6772,21.008859231200002,34.763
36,0.3527532240677195,625.8629000663757,0.0,312.93145003318784,3.6792,22.086657980400002,35.8568
37,0.3170120662531005,625.8758345603943,0.0,312.93791728019715,3.6835999999999998,23.230646399,37.017199999999995
38,0.3521877361110068,625.8758345603943,0.0,312.93791728019715,3.6856,24.281884163,38.0844
39,0.37634796000090126,625.8758380889892,0.0,312.9379190444946,3.688,25.3620835228,39.1768
40,0.3438478234638653,625.8758380889892,0.0,312.9379190444946,3.6904,26.4314882786,40.2584
41,0.31593527140377714,625.8938047409058,0.0,312.9469023704529,3.6976,27.9215509366,41.7736
42,0.3401186864738181,625.9032402992249,0.0,312.95162014961244,3.6995999999999998,29.0919755602,42.957800000000006
43,0.3637451628674782,625.9032402992249,0.0,312.95162014961244,3.702,30.3278727848,44.2046
44,0.3285241407537421,625.9032402992249,0.0,312.95162014961244,3.7068000000000003,31.5509281498,45.439800000000005
45,0.3430245403403995,625.9032402992249,0.0,312.95162014961244,3.7088,32.6915408394,46.592
46,0.36068236432996165,625.9032402992249,0.0,312.95162014961244,3.7112,33.7298631904,47.642
47,0.3402373643145395,625.907629108429,0.0,312.9538145542145,3.7136,34.74953297019999,48.6708
48,0.31968344982035113,625.907629108429,0.0,312.9538145542145,3.7204,36.1128475392,50.0634
49,0.3367509665380497,625.9117526054382,0.0,312.9558763027191,3.7228000000000003,37.2810282452,51.2444
50,0.35626826821955565,625.9117526054382,0.0,312.9558763027191,3.7251999999999996,38.423240678800006,52.398
51,0.3745591877908767,625.9279623031616,0.0,312.9639811515808,3.7276,39.6787877614,53.6626
52,0.3381621656493805,625.9318650245666,0.0,312.9659325122833,3.7308000000000003,40.910593002199995,54.906800000000004
53,0.35128061136875927,625.9318650245666,0.0,312.9659325122833,3.7336,42.0443241976,56.0514
54,0.3177236840411288,625.9318650245666,0.0,312.9659325122833,3.7376,43.0612776568,57.080400000000004
55,0.3906867123933586,625.9318650245666,0.0,312.9659325122833,3.7376,44.088070073400004,58.113800000000005
56,0.3109634323979236,625.9318650245666,0.0,312.9659325122833,3.7424,45.660141606,59.7046
57,0.3927912103641953,625.8964472770691,0.0,312.94822363853456,3.7424,46.749752400800006,60.799800000000005
58,0.35895618793893014,625.8964472770691,0.0,312.94822363853456,3.7466,47.936918121,61.995599999999996
59,0.37220061400931337,625.9007277488708,0.0,312.9503638744354,3.749,49.156229106800005,63.2232
60,0.38349109661182973,625.9007277488708,0.0,312.9503638744354,3.751,50.2896466814,64.3634
61,0.3053290141083912,625.9007264137268,0.0,312.9503632068634,3.7554000000000003,51.3248192836,65.41
62,0.37918906228878246,625.9052280426025,0.0,312.95261402130126,3.7574,52.6802221608,66.7776
63,0.29070273307416833,625.9052280426025,0.0,312.95261402130126,3.7632,53.9102505046,68.0212
64,0.3661966132646208,625.9052280426025,0.0,312.95261402130126,3.7632,55.3006702638,69.41680000000001
65,0.3263817388780233,625.9052280426025,0.0,312.95261402130126,3.768,56.474531455800005,70.60239999999999
66,0.3948787225075261,625.9052280426025,0.0,312.95261402130126,3.768,57.5197738544,71.6532
67,0.3609775743324722,625.9592563629151,0.0,312.97962818145754,3.7728,58.544968401,72.68960000000001
68,0.3368191323808117,625.9592563629151,0.0,312.97962818145754,3.7771999999999997,60.0434000326,74.2046
69,0.3570155742239801,625.9592558860779,0.0,312.97962794303896,3.78,61.338445234199995,75.50880000000001
70,0.3766773222829248,625.9592558860779,0.0,312.97962794303896,3.782,62.5480585116,76.7252
71,0.3310703817156441,625.959254360199,0.0,312.9796271800995,3.7872,63.687372354199994,77.8754
72,0.3555994081484096,625.9592535018921,0.0,312.97962675094607,3.7872,64.7130724192,78.9054
73,0.3825545535445115,625.9592535018921,0.0,312.97962675094607,3.7906,66.2512670786,80.4556
74,0.3474674550690057,625.9592535018921,0.0,312.97962675094607,3.793,67.4647814036,81.6764
75,0.31050529658090475,625.9592535018921,0.0,312.97962675094607,3.8002,68.7722030706,82.996
76,0.3263273558162196,625.9592535018921,0.0,312.97962675094607,3.8026,69.799899861,84.03139999999999
77,0.3509852630690669,625.95924949646,0.0,312.97962474823,3.8032,71.02022398339999,85.31039999999999
78,0.31591772903488485,625.95924949646,0.0,312.97962474823,3.8048,72.344749268,86.5914
79,0.39340099616549695,625.9547473907471,0.0,312.97737369537356,3.8058,73.5761874408,87.8282
80,0.3526191143569171,625.9547473907471,0.0,312.97737369537356,3.811,74.787545432,89.048
