t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1598409605,3,51.537100,19.396409,0.127715,22.876443,6.524412,51.537100,51.537100,51.537100,51.537100,51.537100,0.519951,0.600000,0.600000,0.600000,calls/second,milliseconds
1598409606,5,51.537100,12.245452,0.127715,19.710489,3.111794,6.524412,51.537100,51.537100,51.537100,51.537100,0.757597,0.600000,0.600000,0.600000,calls/second,milliseconds
1598409607,13,51.537100,4.724949,0.055718,13.481189,0.245633,0.254389,51.537100,51.537100,51.537100,51.537100,1.710677,0.600000,0.600000,0.600000,calls/second,milliseconds
1598409608,17,51.537100,3.863786,0.055718,11.888954,0.127715,0.254389,51.537100,51.537100,51.537100,51.537100,1.976347,0.600000,0.600000,0.600000,calls/second,milliseconds
1598409609,18,51.537100,3.648163,0.055718,11.576160,0.103048,0.254389,51.537100,51.537100,51.537100,51.537100,1.875199,0.600000,0.600000,0.600000,calls/second,milliseconds
1598409610,18,51.537100,3.648163,0.055718,11.576160,0.103048,0.254389,51.537100,51.537100,51.537100,51.537100,1.698889,0.791893,0.639669,0.613296,calls/second,milliseconds
1598409611,21,51.537100,3.111886,0.055718,10.744958,0.094705,0.250177,6.524412,51.537100,51.537100,51.537100,1.811734,0.791893,0.639669,0.613296,calls/second,milliseconds
1598409612,23,51.537100,2.829563,0.051191,10.274271,0.083528,0.250177,6.524412,51.537100,51.537100,51.537100,1.826731,0.791893,0.639669,0.613296,calls/second,milliseconds
1598409613,23,51.537100,2.829563,0.051191,10.274271,0.083528,0.250177,6.524412,51.537100,51.537100,51.537100,1.692384,0.791893,0.639669,0.613296,calls/second,milliseconds
1598409614,26,51.537100,2.484887,0.051191,9.653562,0.080481,0.246511,6.524412,51.537100,51.537100,51.537100,1.781455,0.791893,0.639669,0.613296,calls/second,milliseconds
1598409615,38,51.537100,1.663321,0.024791,7.945865,0.071749,0.094705,4.315726,51.537100,51.537100,51.537100,2.431258,1.048399,0.695210,0.632059,calls/second,milliseconds
1598409616,40,51.537100,1.580844,0.024791,7.736457,0.072019,0.127715,4.315726,51.537100,51.537100,51.537100,2.410536,1.048399,0.695210,0.632059,calls/second,milliseconds
1598409617,40,51.537100,1.580844,0.024791,7.736457,0.072019,0.127715,4.315726,51.537100,51.537100,51.537100,2.273790,1.048399,0.695210,0.632059,calls/second,milliseconds
1598409618,45,51.537100,1.396554,0.024791,7.266309,0.070521,0.103048,4.315726,51.537100,51.537100,51.537100,2.420498,1.048399,0.695210,0.632059,calls/second,milliseconds
1598409619,47,51.537100,1.334236,0.024791,7.098371,0.071749,0.094705,4.315726,6.524412,51.537100,51.537100,2.398952,1.048399,0.695210,0.632059,calls/second,milliseconds
1598409620,52,51.537100,1.199727,0.024791,6.719425,0.072019,0.094705,4.315726,6.524412,51.537100,51.537100,2.525079,1.156467,0.723388,0.641854,calls/second,milliseconds
1598409621,59,51.537100,1.048051,0.024791,6.272672,0.069717,0.085905,3.111794,6.524412,51.537100,51.537100,2.732680,1.156467,0.723388,0.641854,calls/second,milliseconds
1598409622,59,51.537100,1.048051,0.024791,6.272672,0.069717,0.085905,3.111794,6.524412,51.537100,51.537100,2.611761,1.156467,0.723388,0.641854,calls/second,milliseconds
1598409623,64,51.537100,0.959447,0.024791,5.995437,0.067926,0.080481,3.111794,6.524412,51.537100,51.537100,2.712843,1.156467,0.723388,0.641854,calls/second,milliseconds
1598409624,68,51.537100,0.900226,0.024791,5.795173,0.067926,0.080481,3.111794,6.524412,51.537100,51.537100,2.765319,1.156467,0.723388,0.641854,calls/second,milliseconds
1598409625,92,51.537100,0.648874,0.022251,4.899057,0.054470,0.076314,0.250177,4.315726,6.524412,51.537100,3.594713,1.607699,0.823825,0.675971,calls/second,milliseconds
1598409626,99,51.537100,0.600289,0.022251,4.704729,0.051968,0.074838,0.250177,4.315726,6.524412,51.537100,3.722720,1.607699,0.823825,0.675971,calls/second,milliseconds
1598409627,100,51.537100,0.594081,0.022251,4.678343,0.051981,0.074068,0.246511,4.315726,6.524412,51.537100,3.624287,1.607699,0.823825,0.675971,calls/second,milliseconds
1598409628,109,51.537100,0.541349,0.018620,4.456405,0.049808,0.072019,0.246511,4.315726,6.524412,51.537100,3.812265,1.607699,0.823825,0.675971,calls/second,milliseconds
1598409629,121,51.537100,0.482767,0.017516,4.200966,0.041932,0.069717,0.245633,3.111794,6.524412,51.537100,4.088914,1.607699,0.823825,0.675971,calls/second,milliseconds
1598409630,203,51.537100,0.278888,0.006193,3.155577,0.024420,0.051981,0.115086,0.250177,4.315726,51.537100,6.635168,2.134791,0.945743,0.717655,calls/second,milliseconds
1598409631,307,51.537100,0.184202,0.005299,2.525658,0.019377,0.034441,0.089664,0.135292,0.254389,51.537100,9.717977,2.134791,0.945743,0.717655,calls/second,milliseconds
1598409632,330,51.537100,0.171665,0.005299,2.429547,0.018877,0.033694,0.083528,0.135292,0.254389,51.537100,10.123703,2.134791,0.945743,0.717655,calls/second,milliseconds
1598409633,381,51.537100,0.149169,0.003437,2.248042,0.017840,0.028534,0.080173,0.127715,0.250177,51.537100,11.340632,2.134791,0.945743,0.717655,calls/second,milliseconds
1598409634,461,51.537100,0.124093,0.003437,2.027745,0.015847,0.024487,0.076024,0.115086,0.246511,51.537100,13.326599,2.134791,0.945743,0.717655,calls/second,milliseconds
1598409635,471,51.537100,0.121549,0.003437,2.004184,0.015820,0.024487,0.074838,0.115086,0.246511,51.537100,13.231318,7.497029,2.073886,1.097058,calls/second,milliseconds
1598409636,526,51.537100,0.109185,0.003437,1.886229,0.015325,0.022900,0.072869,0.104575,0.245633,51.537100,14.374828,7.497029,2.073886,1.097058,calls/second,milliseconds
1598409637,536,51.537100,0.107244,0.003437,1.866649,0.015316,0.022900,0.072019,0.103048,0.245633,51.537100,14.257977,7.497029,2.073886,1.097058,calls/second,milliseconds
1598409638,631,51.537100,0.091271,0.003437,1.704633,0.014254,0.020572,0.069221,0.095040,0.131279,51.537100,16.349415,7.497029,2.073886,1.097058,calls/second,milliseconds
