t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1598409605,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1598409606,2,1.775301,0.927120,0.078938,0.848182,1.775301,1.775301,1.775301,1.775301,1.775301,1.775301,1.239425,0.000000,0.000000,0.000000,calls/second,milliseconds
1598409607,10,1.775301,0.240393,0.054866,0.508383,0.073235,0.085518,1.775301,1.775301,1.775301,1.775301,3.827002,0.000000,0.000000,0.000000,calls/second,milliseconds
1598409608,14,4.340377,0.508235,0.054866,1.154122,0.084776,0.117084,4.340377,4.340377,4.340377,4.340377,3.872336,0.000000,0.000000,0.000000,calls/second,milliseconds
1598409609,15,4.340377,0.481875,0.054866,1.118180,0.084776,0.122952,4.340377,4.340377,4.340377,4.340377,3.251970,0.000000,0.000000,0.000000,calls/second,milliseconds
1598409610,15,4.340377,0.481875,0.054866,1.118180,0.084776,0.122952,4.340377,4.340377,4.340377,4.340377,2.674403,3.000000,3.000000,3.000000,calls/second,milliseconds
1598409611,18,4.340377,0.417771,0.054866,1.025415,0.091264,0.119782,4.340377,4.340377,4.340377,4.340377,2.725354,3.000000,3.000000,3.000000,calls/second,milliseconds
1598409612,20,4.340377,0.386035,0.054866,0.974132,0.099138,0.122952,1.775301,4.340377,4.340377,4.340377,2.630065,3.000000,3.000000,3.000000,calls/second,milliseconds
1598409613,20,4.340377,0.386035,0.054866,0.974132,0.099138,0.122952,1.775301,4.340377,4.340377,4.340377,2.324553,3.000000,3.000000,3.000000,calls/second,milliseconds
1598409614,23,4.340377,0.373580,0.054866,0.910186,0.095518,0.122952,1.775301,4.340377,4.340377,4.340377,2.393749,3.000000,3.000000,3.000000,calls/second,milliseconds
1598409615,35,4.340377,0.257614,0.040467,0.742484,0.078938,0.114114,1.775301,4.340377,4.340377,4.340377,3.288439,3.079956,3.016529,3.005540,calls/second,milliseconds
1598409616,37,4.340377,0.250575,0.040467,0.721261,0.081801,0.114114,1.775301,4.340377,4.340377,4.340377,3.187614,3.079956,3.016529,3.005540,calls/second,milliseconds
1598409617,37,4.340377,0.250575,0.040467,0.721261,0.081801,0.114114,1.775301,4.340377,4.340377,4.340377,2.935240,3.079956,3.016529,3.005540,calls/second,milliseconds
1598409618,42,4.340377,0.229822,0.040467,0.675004,0.081801,0.112299,0.706908,4.340377,4.340377,4.340377,3.087154,3.079956,3.016529,3.005540,calls/second,milliseconds
1598409619,44,4.340377,0.223550,0.040467,0.658478,0.084448,0.112299,0.706908,4.340377,4.340377,4.340377,3.012558,3.079956,3.016529,3.005540,calls/second,milliseconds
1598409620,49,4.340377,0.208648,0.040467,0.621739,0.084448,0.112299,0.706908,1.775301,4.340377,4.340377,3.139622,3.009598,3.003033,3.001077,calls/second,milliseconds
1598409621,56,4.340377,0.188401,0.040467,0.579453,0.076968,0.109181,0.159657,1.775301,4.340377,4.340377,3.372663,3.009598,3.003033,3.001077,calls/second,milliseconds
1598409622,56,4.340377,0.188401,0.040467,0.579453,0.076968,0.109181,0.159657,1.775301,4.340377,4.340377,3.181155,3.009598,3.003033,3.001077,calls/second,milliseconds
1598409623,61,4.340377,0.176750,0.040467,0.553304,0.073851,0.103328,0.159657,1.775301,4.340377,4.340377,3.278685,3.009598,3.003033,3.001077,calls/second,milliseconds
1598409624,65,4.340377,0.169521,0.040467,0.534372,0.073851,0.103328,0.159657,1.775301,4.340377,4.340377,3.315679,3.009598,3.003033,3.001077,calls/second,milliseconds
1598409625,89,4.340377,0.135330,0.031329,0.451017,0.067474,0.091264,0.138398,0.706908,1.775301,4.340377,4.318986,3.264689,3.055874,3.018800,calls/second,milliseconds
1598409626,96,4.340377,0.127881,0.031329,0.433116,0.062927,0.089528,0.135695,0.706908,1.775301,4.340377,4.442990,3.264689,3.055874,3.018800,calls/second,milliseconds
1598409627,97,4.340377,0.126833,0.031329,0.430700,0.062657,0.089528,0.135695,0.706908,1.775301,4.340377,4.291053,3.264689,3.055874,3.018800,calls/second,milliseconds
1598409628,106,4.340377,0.120235,0.022910,0.410565,0.060226,0.085251,0.138398,0.706908,1.775301,4.340377,4.490472,3.264689,3.055874,3.018800,calls/second,milliseconds
1598409629,118,4.340377,0.109678,0.021973,0.387355,0.054114,0.083678,0.135695,0.706908,1.775301,4.340377,4.795616,3.264689,3.055874,3.018800,calls/second,milliseconds
1598409630,200,4.340377,0.072242,0.011695,0.292103,0.034173,0.062657,0.117084,0.159657,0.706908,4.340377,7.809973,3.723259,3.154122,3.051937,calls/second,milliseconds
1598409631,304,4.340377,0.054500,0.009266,0.234281,0.026860,0.045332,0.109181,0.124364,0.250327,4.340377,11.426634,3.723259,3.154122,3.051937,calls/second,milliseconds
1598409632,327,4.340377,0.051950,0.009266,0.225461,0.025674,0.043384,0.103328,0.124364,0.250327,4.340377,11.843313,3.723259,3.154122,3.051937,calls/second,milliseconds
1598409633,378,4.340377,0.047829,0.009266,0.208709,0.024521,0.039091,0.097585,0.122952,0.159657,4.340377,13.212295,3.723259,3.154122,3.051937,calls/second,milliseconds
1598409634,458,4.340377,0.043056,0.009266,0.188400,0.023549,0.034157,0.089861,0.117084,0.138398,4.340377,15.469642,3.723259,3.154122,3.051937,calls/second,milliseconds
