timestamps,jvm.heap.usage.csv,ExecutorMetrics.OnHeapStorageMemory.csv,ExecutorMetrics.OnHeapExecutionMemory.csv,ExecutorMetrics.OnHeapUnifiedMemory.csv,executor.jvmGCTime.csv,executor.cpuTime.csv,executor.runTime.csv
0,0.007479371948577453,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00826024498398636,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008606840771196046,0.0,0.0,0.0,0.0,0.0,0.0
3,0.010254885855038,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016288726940746984,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0114735181892812,0.0,0.0,0.0,0.0,0.0,0.0
6,0.011151107121744972,0.0,0.0,0.0,0.0415,0.30187710825,0.431
7,0.019222624123145574,0.0,0.0,0.0,0.0415,0.30187710825,0.431
8,0.026143340938728415,0.0,0.0,0.0,0.0415,0.30187710825,0.431
9,0.03823961762404972,0.0,0.0,0.0,0.0415,0.30187710825,0.431
10,0.025968647500834142,0.0,0.0,0.0,0.0415,0.30187710825,0.431
11,0.029313475900349856,0.11297440528869629,0.0,0.056487202644348145,0.0415,0.30187710825,0.431
12,0.0689377421960828,0.16704082489013672,0.0,0.08352041244506836,0.0415,0.30187710825,0.431
13,0.10359747859679286,0.16704082489013672,0.0,0.08352041244506836,0.0415,0.30187710825,0.431
14,0.11512187024257695,0.16704082489013672,0.0,0.08352041244506836,0.0415,0.30187710825,0.431
15,0.050505525232245385,0.16704082489013672,0.0,0.08352041244506836,0.0415,0.30187710825,0.431
16,0.11340228727445992,0.16704082489013672,0.0,0.08352041244506836,0.072,4.244657518,5.023
17,0.08455049765696075,0.16704082489013672,0.0,0.08352041244506836,0.072,4.244657518,5.023
18,0.11244005372451576,0.16704082489013672,0.0,0.08352041244506836,0.072,4.244657518,5.023
19,0.13454794261652636,0.16704082489013672,0.0,0.08352041244506836,0.072,4.244657518,5.023
20,0.1293480555391089,0.16704082489013672,0.0,0.08352041244506836,0.2275,11.02338489225,12.89325
21,0.10939637058156429,0.2694096565246582,0.0,0.1347048282623291,0.4,17.43878449525,20.9395
22,0.07459360136824694,0.2694096565246582,0.0,0.1347048282623291,0.4,17.43878449525,20.9395
23,0.13540206915465922,0.2694096565246582,0.0,0.1347048282623291,0.414,20.96841907075,24.5055
24,0.10408837754004148,0.2694096565246582,0.0,0.1347048282623291,0.41825,21.92758177725,25.4835
25,0.15938796777052067,0.2694096565246582,0.0,0.1347048282623291,0.41825,21.92758177725,25.4835
26,0.15085881177424992,0.2694096565246582,0.0,0.1347048282623291,0.41825,21.92758177725,25.4835
27,0.14182557407495444,0.2694096565246582,0.0,0.1347048282623291,0.41825,21.92758177725,25.4835
28,0.04784937122306206,0.2694096565246582,0.0,0.1347048282623291,0.43225,25.53053002475,29.1475
29,0.18698656647390668,0.2694096565246582,0.0,0.1347048282623291,0.43225,25.53053002475,29.1475
30,0.2769275393927369,0.2694096565246582,0.0,0.1347048282623291,0.43225,25.53053002475,29.1475
31,0.2801325750102122,0.4014122486114502,0.0,0.2007061243057251,0.43225,25.53053002475,29.1475
32,0.1827116916219601,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
33,0.14110401638652295,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
34,0.14267455323388764,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
35,0.2077969297279666,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
36,0.16854462156057423,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
37,0.2654037758466537,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
38,0.22858977376743517,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
39,0.251453047629013,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
40,0.21982808939476195,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
41,0.2848463904494212,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
42,0.351371285811259,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
43,0.4055381812619757,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
44,0.3971785613711933,0.44541311264038086,0.0,0.22270655632019043,0.43225,25.53053002475,29.1475
45,0.3510930381676418,0.44541311264038086,0.0,0.22270655632019043,2.124,28.07678793075,33.40625
46,0.38116848491699085,0.44541311264038086,0.0,0.22270655632019043,2.124,28.07678793075,33.40625
47,0.25723073509360894,0.44541311264038086,0.0,0.22270655632019043,2.124,28.07678793075,33.40625
48,0.2798027388507997,0.44541311264038086,0.0,0.22270655632019043,2.124,28.07678793075,33.40625
49,0.3674111207806452,0.44541311264038086,0.0,0.22270655632019043,4.4315,31.16485955675,38.8265
50,0.3705003309367745,0.44541311264038086,0.0,0.22270655632019043,11.29475,41.00144475025,55.65
51,0.38165296980457886,0.44541311264038086,0.0,0.22270655632019043,13.5815,44.43391965275,61.429
