timestamps,jvm.heap.usage.csv,ExecutorMetrics.OnHeapStorageMemory.csv,ExecutorMetrics.OnHeapExecutionMemory.csv,ExecutorMetrics.OnHeapUnifiedMemory.csv,executor.jvmGCTime.csv,executor.cpuTime.csv,executor.runTime.csv
0,0.007703073926431666,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00848447081480207,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00883160302744433,0.0,0.0,0.0,0.0,0.0,0.0
3,0.009813910622873073,0.0,0.0,0.0,0.0,0.0,0.0
4,0.015111991318658431,0.0,0.0,0.0,0.0,0.0,0.0
5,0.010418481467942949,0.0,0.0,0.0,0.0,0.0,0.0
6,0.010178533762046775,0.0,0.0,0.0,0.042,0.301400896,0.43275
7,0.02126801953607783,0.0,0.0,0.0,0.042,0.301400896,0.43275
8,0.025942728304005166,0.0,0.0,0.0,0.042,0.301400896,0.43275
9,0.03262065498752274,0.0,0.0,0.0,0.042,0.301400896,0.43275
10,0.04024477222403862,0.1100928783416748,0.0,0.0550464391708374,0.042,0.301400896,0.43275
11,0.040921516910878815,0.11297547817230225,0.0,0.05648773908615112,0.042,0.301400896,0.43275
12,0.05099571697399598,0.11297547817230225,0.0,0.05648773908615112,0.042,0.301400896,0.43275
13,0.08031470380750078,0.16704213619232178,0.0,0.08352106809616089,0.042,0.301400896,0.43275
14,0.10998608338508721,0.16704213619232178,0.0,0.08352106809616089,0.042,0.301400896,0.43275
15,0.10535159866680846,0.16704213619232178,0.0,0.08352106809616089,0.042,0.301400896,0.43275
16,0.0643613857739707,0.16704213619232178,0.0,0.08352106809616089,0.0725,4.16263529425,4.90925
17,0.12254806692473871,0.16704213619232178,0.0,0.08352106809616089,0.0725,4.16263529425,4.90925
18,0.12968430575418197,0.16704213619232178,0.0,0.08352106809616089,0.0725,4.16263529425,4.90925
19,0.07668148597103329,0.16704213619232178,0.0,0.08352106809616089,0.0725,4.16263529425,4.90925
20,0.07605409975793131,0.21822619438171387,0.0,0.10911309719085693,0.407,16.96875288275,20.381
21,0.10446992951151893,0.26941025257110596,0.0,0.13470512628555298,0.407,16.96875288275,20.381
22,0.0799493975640653,0.26941025257110596,0.0,0.13470512628555298,0.407,16.96875288275,20.381
23,0.14458884344229297,0.26941025257110596,0.0,0.13470512628555298,0.42,20.5753144955,24.0275
24,0.1181278349245947,0.26941025257110596,0.0,0.13470512628555298,0.423,21.54823473175,25.0105
25,0.11842176567817314,0.26941025257110596,0.0,0.13470512628555298,0.423,21.54823473175,25.0105
26,0.1160475750016629,0.26941025257110596,0.0,0.13470512628555298,0.423,21.54823473175,25.0105
27,0.11392095775860936,0.26941025257110596,0.0,0.13470512628555298,0.423,21.54823473175,25.0105
28,0.11313148934380819,0.26941025257110596,0.0,0.13470512628555298,0.437,25.3010680285,28.81675
29,0.19756915483524495,0.26941025257110596,0.0,0.13470512628555298,0.437,25.3010680285,28.81675
30,0.2177203444784993,0.3574119806289673,0.0,0.17870599031448364,0.437,25.3010680285,28.81675
31,0.17716942472596708,0.40141284465789795,0.0,0.20070642232894897,0.437,25.3010680285,28.81675
32,0.2565733362966368,0.40141284465789795,0.0,0.20070642232894897,0.437,25.3010680285,28.81675
33,0.1650645851401371,0.4454137086868286,0.0,0.2227068543434143,0.437,25.3010680285,28.81675
34,0.14187655911213815,0.4454137086868286,0.0,0.2227068543434143,0.437,25.3010680285,28.81675
35,0.14398005139005934,0.4454137086868286,0.0,0.2227068543434143,0.437,25.3010680285,28.81675
