t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1598451372,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598451373,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598451374,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598451375,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598451376,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598451377,11,219,39.545455,1,60.825180,10.000000,39.000000,219.000000,219.000000,219.000000,219.000000
1598451378,11,219,39.545455,1,60.825180,10.000000,39.000000,219.000000,219.000000,219.000000,219.000000
1598451379,11,219,39.545455,1,60.825180,10.000000,39.000000,219.000000,219.000000,219.000000,219.000000
1598451380,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451381,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451382,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451383,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451384,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451385,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451386,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451387,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451388,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451389,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451390,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451391,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451392,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451393,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451394,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451395,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451396,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451397,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451398,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451399,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451400,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451401,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451402,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451403,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451404,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451405,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451408,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451408,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451408,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451409,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451410,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451411,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451415,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451415,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451415,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451415,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451416,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451417,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451418,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451422,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451422,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451422,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451422,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451423,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451424,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451425,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451426,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451427,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451428,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451429,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451430,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451431,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451432,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451433,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451434,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451435,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451436,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451437,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451438,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451439,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451440,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451441,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451442,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451443,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451444,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451445,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451446,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451447,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451448,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
1598451449,16,219,35.824948,1,54.190094,10.000000,34.000000,219.000000,219.000000,219.000000,219.000000
