timestamps,jvm.heap.usage.csv,ExecutorMetrics.OnHeapStorageMemory.csv,ExecutorMetrics.OnHeapExecutionMemory.csv,ExecutorMetrics.OnHeapUnifiedMemory.csv,executor.jvmGCTime.csv,executor.cpuTime.csv,executor.runTime.csv
0,0.010893836646117998,0.0,0.0,0.0,0.0,0.0,0.0
1,0.012718319741085,0.0,0.0,0.0,0.0,0.0,0.0
2,0.011157358306757518,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012029035157298468,0.0,0.0,0.0,0.0,0.0,0.0
4,0.012877889162996868,0.0,0.0,0.0,0.0,0.0,0.0
5,0.01638081905318034,0.0,0.0,0.0,0.0,0.0,0.0
6,0.017684802988555317,0.0,0.0,0.0,0.0,0.0,0.0
7,0.01842291295425725,0.0,0.0,0.0,0.0,0.0,0.0
8,0.01381357551165721,0.0,0.0,0.0,0.0,0.0,0.0
9,0.029004244830455914,0.0,0.0,0.0,0.018727272727272728,0.16000681509090908,0.9115454545454545
10,0.02679481248231015,0.0,0.0,0.0,0.06563636363636365,0.5019964714545454,1.859090909090909
11,0.03707929650590273,0.008907838301225142,0.0,0.004453919150612571,0.11672727272727274,0.8871208111818182,2.9736363636363636
12,0.03782584374264853,0.013361757451837713,0.0,0.006680878725918857,0.11672727272727274,0.8871208111818182,2.9736363636363636
13,0.03920193556194367,0.013361757451837713,0.0,0.006680878725918857,0.11672727272727274,0.8871208111818182,2.9736363636363636
14,0.03991929656905464,0.013361757451837713,0.0,0.006680878725918857,0.11672727272727274,0.8871208111818182,2.9736363636363636
15,0.030817761873264914,0.013361757451837713,0.0,0.006680878725918857,0.11672727272727274,0.8871208111818182,2.9736363636363636
16,0.04087737448870122,0.013361757451837713,0.0,0.006680878725918857,0.13090909090909092,0.9342114374545455,3.0494545454545454
17,0.027777205180033637,0.03389748660000888,0.0,0.01694874330000444,0.13090909090909092,0.9342114374545455,3.0494545454545454
18,0.05054519575980566,0.035106572237881745,0.0,0.017553286118940872,0.13090909090909092,0.9342114374545455,3.0494545454545454
19,0.052551619084044314,0.035106572237881745,0.0,0.017553286118940872,0.13090909090909092,0.9342114374545455,3.0494545454545454
20,0.06672269852550547,0.07475237412886186,0.0,0.03737618706443093,0.14745454545454548,1.1002671571818183,3.507090909090909
21,0.04954277225827841,0.10549033771861684,0.0,0.05274516885930842,0.1817272727272727,1.4488104846363636,4.308909090909091
22,0.06869637037209929,0.14068222045898438,0.0,0.07034111022949219,0.2420909090909091,2.436681551818182,6.056454545454545
23,0.05748224069121441,0.16050512140447443,0.0,0.08025256070223721,0.3266363636363636,3.9030665981818182,9.569181818181818
24,0.07222601733479511,0.20015092329545456,0.0,0.10007546164772728,0.35909090909090907,4.779314128,11.549363636363635
25,0.08271009962328549,0.20015092329545456,0.0,0.10007546164772728,0.41309090909090906,5.888330021454545,14.62890909090909
26,0.11933336231503806,0.20015092329545456,0.0,0.10007546164772728,0.455,7.227575176454545,18.196272727272728
27,0.059012678451673344,0.21876473860307175,0.0,0.10938236930153587,0.47454545454545455,8.104474082181818,20.618454545454544
28,0.09658277813097871,0.23737855391068893,0.0,0.11868927695534447,0.47563636363636363,8.342374758181817,21.108454545454546
29,0.09141291497170453,0.23737855391068893,0.0,0.11868927695534447,0.47854545454545455,8.771472970545455,22.247454545454545
30,0.12503600660470157,0.23737855391068893,0.0,0.11868927695534447,0.48227272727272724,9.204445323363636,23.66018181818182
31,0.08604866350334962,0.23737855391068893,0.0,0.11868927695534447,0.48972727272727273,10.430629137545454,27.487272727272728
32,0.09319071171926692,0.23737855391068893,0.0,0.11868927695534447,0.4970909090909091,11.467198121636365,30.599363636363638
33,0.13742090288891673,0.23737855391068893,0.0,0.11868927695534447,0.49954545454545457,11.771765457272728,31.645090909090907
34,0.13810954970553413,0.23737855391068893,0.0,0.11868927695534447,0.5024545454545455,12.184557980818182,32.36327272727273
35,0.14046826147949207,0.23737855391068893,0.0,0.11868927695534447,0.5047272727272728,12.47829669809091,33.27909090909091
36,0.12806610300199764,0.23737855391068893,0.0,0.11868927695534447,0.5098181818181818,13.686060249363637,36.65081818181818
37,0.11105406379875911,0.23737855391068893,0.0,0.11868927695534447,0.511090909090909,13.986874459363635,37.59918181818182
38,0.1138162162639607,0.23737855391068893,0.0,0.11868927695534447,0.5140909090909092,14.55234727309091,39.715
39,0.1289783112133836,0.23737855391068893,0.0,0.11868927695534447,0.5234545454545455,15.942977763454547,44.68381818181818
40,0.1498554891981718,0.23737855391068893,0.0,0.11868927695534447,0.5255454545454545,16.380379955545454,45.89336363636364
41,0.13799905463856338,0.23737855391068893,0.0,0.11868927695534447,0.5279090909090909,16.82266142609091,46.927454545454545
42,0.11425021301271056,0.23737855391068893,0.0,0.11868927695534447,0.5309090909090909,17.55499568027273,49.30745454545455
43,0.11625653785259243,0.23737855391068893,0.0,0.11868927695534447,0.5339090909090909,18.311994356272727,51.23236363636364
44,0.14759306312247292,0.23737855391068893,0.0,0.11868927695534447,0.5378181818181819,19.063490487909093,53.19072727272727
45,0.14096901252538754,0.23737855391068893,0.0,0.11868927695534447,0.5401818181818181,19.556074233909094,54.71490909090909
46,0.11917291643949862,0.23737855391068893,0.0,0.11868927695534447,0.5435454545454546,20.416469537636363,57.064181818181815
47,0.1211034536617668,0.23737855391068893,0.0,0.11868927695534447,0.5459090909090909,21.000877971454543,58.715636363636364
48,0.16538168976766537,0.23737855391068893,0.0,0.11868927695534447,0.5493636363636364,21.612015912090907,60.95936363636364
49,0.12075270133942263,0.23737855391068893,0.0,0.11868927695534447,0.5560909090909091,22.944240702,64.43654545454545
50,0.1227119761826986,0.23737855391068893,0.0,0.11868927695534447,0.5605454545454545,23.71108751681818,66.55581818181818
51,0.14454087479808456,0.23737855391068893,0.0,0.11868927695534447,0.5635454545454545,24.419140259636364,68.118
52,0.20470666791320558,0.23737855391068893,0.0,0.11868927695534447,0.5651818181818181,24.985628560636364,69.57790909090909
53,0.14954985604566337,0.23737855391068893,0.0,0.11868927695534447,0.5660909090909091,25.290022422454545,70.29627272727272
54,0.17719815034597974,0.23737855391068893,0.0,0.11868927695534447,0.5672727272727273,25.58467151318182,70.97727272727272
55,0.10248284431459996,0.23737855391068893,0.0,0.11868927695534447,0.5687272727272727,26.056488797727273,72.12136363636363
56,0.13910859140283394,0.23737855391068893,0.0,0.11868927695534447,0.5715454545454545,26.804867707545455,74.25463636363637
57,0.13813638945488546,0.21805191040039062,0.0,0.10902595520019531,0.575,27.820638054363638,77.741
58,0.16336246233409582,0.21805191040039062,0.0,0.10902595520019531,0.576,28.110815009090906,78.83954545454546
