t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1598452396,3,8.210495,3.294726,0.017624,3.539746,1.656060,8.210495,8.210495,8.210495,8.210495,8.210495,0.763993,0.000000,0.000000,0.000000,calls/second,milliseconds
1598452397,3,8.210495,3.294726,0.017624,3.539746,1.656060,8.210495,8.210495,8.210495,8.210495,8.210495,0.627814,0.000000,0.000000,0.000000,calls/second,milliseconds
1598452398,11,8.210495,1.329145,0.007666,2.426664,0.132746,1.656060,8.210495,8.210495,8.210495,8.210495,1.901834,0.600000,0.600000,0.600000,calls/second,milliseconds
1598452399,11,8.210495,1.329145,0.007666,2.426664,0.132746,1.656060,8.210495,8.210495,8.210495,8.210495,1.622714,0.600000,0.600000,0.600000,calls/second,milliseconds
1598452400,12,8.210495,1.553031,0.007666,2.434394,0.132746,3.866418,8.210495,8.210495,8.210495,8.210495,1.542907,0.600000,0.600000,0.600000,calls/second,milliseconds
1598452401,18,8.210495,1.025267,0.007666,2.104962,0.014514,0.660136,8.210495,8.210495,8.210495,8.210495,2.049611,0.600000,0.600000,0.600000,calls/second,milliseconds
1598452402,19,8.210495,0.969222,0.007666,2.059007,0.014514,0.660136,8.210495,8.210495,8.210495,8.210495,1.942221,0.600000,0.600000,0.600000,calls/second,milliseconds
1598452403,20,8.210495,0.918469,0.007666,2.014961,0.014327,0.212529,3.959562,8.210495,8.210495,8.210495,1.855330,0.807885,0.642974,0.614404,calls/second,milliseconds
1598452404,23,8.210495,0.792144,0.007666,1.895533,0.014327,0.212529,3.959562,8.210495,8.210495,8.210495,1.953478,0.807885,0.642974,0.614404,calls/second,milliseconds
1598452405,37,8.210495,0.483410,0.005320,1.524489,0.011061,0.015504,3.959562,8.210495,8.210495,8.210495,2.895713,0.807885,0.642974,0.614404,calls/second,milliseconds
1598452406,37,8.210495,0.483410,0.005320,1.524489,0.011061,0.015504,3.959562,8.210495,8.210495,8.210495,2.685767,0.807885,0.642974,0.614404,calls/second,milliseconds
1598452407,41,8.210495,0.434399,0.005320,1.449324,0.011076,0.016647,3.866418,8.210495,8.210495,8.210495,2.774679,0.807885,0.642974,0.614404,calls/second,milliseconds
1598452408,41,8.210495,0.434399,0.005320,1.449324,0.011076,0.016647,3.866418,8.210495,8.210495,8.210495,2.598937,1.095094,0.705072,0.635377,calls/second,milliseconds
1598452409,44,8.210495,0.402460,0.005320,1.398166,0.011061,0.015504,3.866418,8.210495,8.210495,8.210495,2.622699,1.095094,0.705072,0.635377,calls/second,milliseconds
1598452410,47,8.210495,0.374732,0.005320,1.351585,0.011061,0.014514,3.866418,3.959562,8.210495,8.210495,2.644101,1.095094,0.705072,0.635377,calls/second,milliseconds
1598452411,48,8.210495,0.366208,0.005320,1.337007,0.010730,0.014514,3.866418,3.959562,8.210495,8.210495,2.556525,1.095094,0.705072,0.635377,calls/second,milliseconds
1598452412,48,8.210495,0.366208,0.005320,1.337007,0.010730,0.014514,3.866418,3.959562,8.210495,8.210495,2.427283,1.095094,0.705072,0.635377,calls/second,milliseconds
1598452413,49,8.210495,0.357756,0.005320,1.322235,0.010129,0.014514,3.866418,3.959562,8.210495,8.210495,2.358561,1.119473,0.716559,0.639613,calls/second,milliseconds
1598452414,53,8.210495,0.326985,0.005320,1.266937,0.009875,0.014280,3.866418,3.959562,8.210495,8.210495,2.434044,1.119473,0.716559,0.639613,calls/second,milliseconds
1598452415,53,8.210495,0.326985,0.005320,1.266937,0.009875,0.014280,3.866418,3.959562,8.210495,8.210495,2.327225,1.119473,0.716559,0.639613,calls/second,milliseconds
1598452416,53,8.210495,0.326985,0.005320,1.266937,0.009875,0.014280,3.866418,3.959562,8.210495,8.210495,2.229353,1.119473,0.716559,0.639613,calls/second,milliseconds
1598452417,53,8.210495,0.326985,0.005320,1.266937,0.009875,0.014280,3.866418,3.959562,8.210495,8.210495,2.139349,1.119473,0.716559,0.639613,calls/second,milliseconds
1598452418,57,8.210495,0.299685,0.005244,1.215170,0.009570,0.014272,1.656060,3.959562,8.210495,8.210495,2.211551,1.109921,0.721243,0.641610,calls/second,milliseconds
1598452419,65,8.210495,0.256633,0.005023,1.127246,0.008509,0.013053,1.656060,3.959562,8.210495,8.210495,2.427730,1.109921,0.721243,0.641610,calls/second,milliseconds
1598452420,65,8.210495,0.256633,0.005023,1.127246,0.008509,0.013053,1.656060,3.959562,8.210495,8.210495,2.340343,1.109921,0.721243,0.641610,calls/second,milliseconds
1598452421,67,8.210495,0.248266,0.005023,1.107440,0.008509,0.013053,1.656060,3.959562,8.210495,8.210495,2.328527,1.109921,0.721243,0.641610,calls/second,milliseconds
1598452422,68,8.210495,0.243893,0.004745,1.097928,0.008477,0.013053,1.656060,3.959562,8.210495,8.210495,2.283910,1.109921,0.721243,0.641610,calls/second,milliseconds
1598452423,70,8.210495,0.237092,0.004745,1.078884,0.008509,0.014272,0.660136,3.959562,8.210495,8.210495,2.274692,1.277034,0.762214,0.655784,calls/second,milliseconds
1598452424,70,8.210495,0.237092,0.004745,1.078884,0.008509,0.014272,0.660136,3.959562,8.210495,8.210495,2.203087,1.277034,0.762214,0.655784,calls/second,milliseconds
1598452425,70,8.210495,0.237092,0.004745,1.078884,0.008509,0.014272,0.660136,3.959562,8.210495,8.210495,2.135914,1.277034,0.762214,0.655784,calls/second,milliseconds
1598452426,94,8.210495,0.168111,0.001533,0.902622,0.008003,0.014280,0.212529,3.866418,3.959562,8.210495,2.783105,1.277034,0.762214,0.655784,calls/second,milliseconds
1598452427,94,8.210495,0.168111,0.001533,0.902622,0.008003,0.014280,0.212529,3.866418,3.959562,8.210495,2.703137,1.277034,0.762214,0.655784,calls/second,milliseconds
1598452428,94,8.210495,0.168111,0.001533,0.902622,0.008003,0.014280,0.212529,3.866418,3.959562,8.210495,2.627672,1.574706,0.832258,0.679851,calls/second,milliseconds
1598452429,97,8.210495,0.161715,0.001533,0.885465,0.007883,0.014272,0.132746,3.866418,3.959562,8.210495,2.637762,1.574706,0.832258,0.679851,calls/second,milliseconds
1598452430,97,8.210495,0.161715,0.001533,0.885465,0.007883,0.014272,0.132746,3.866418,3.959562,8.210495,2.567984,1.574706,0.832258,0.679851,calls/second,milliseconds
1598452431,98,8.210495,0.159673,0.001533,0.879875,0.007883,0.014272,0.132746,3.866418,3.959562,8.210495,2.527539,1.574706,0.832258,0.679851,calls/second,milliseconds
1598452432,98,8.210495,0.159673,0.001533,0.879875,0.007883,0.014272,0.132746,3.866418,3.959562,8.210495,2.463999,1.574706,0.832258,0.679851,calls/second,milliseconds
1598452433,99,8.210495,0.157599,0.001533,0.874139,0.007816,0.014272,0.132746,3.866418,3.959562,8.210495,2.428125,1.512764,0.831725,0.680517,calls/second,milliseconds
1598452434,99,8.210495,0.157599,0.001533,0.874139,0.007816,0.014272,0.132746,3.866418,3.959562,8.210495,2.369916,1.512764,0.831725,0.680517,calls/second,milliseconds
1598452435,99,8.210495,0.157599,0.001533,0.874139,0.007816,0.014272,0.132746,3.866418,3.959562,8.210495,2.314608,1.512764,0.831725,0.680517,calls/second,milliseconds
1598452436,99,8.210495,0.157599,0.001533,0.874139,0.007816,0.014272,0.132746,3.866418,3.959562,8.210495,2.261723,1.512764,0.831725,0.680517,calls/second,milliseconds
