timestamps,jvm.heap.usage.csv,ExecutorMetrics.OnHeapStorageMemory.csv,ExecutorMetrics.OnHeapExecutionMemory.csv,ExecutorMetrics.OnHeapUnifiedMemory.csv,executor.jvmGCTime.csv,executor.cpuTime.csv,executor.runTime.csv
0,0.00813145059964317,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00887769464934406,0.0,0.0,0.0,0.0,0.0,0.0
2,0.013709170816364408,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01019077610098638,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01299099858008188,0.0,0.0,0.0,0.0094,0.0304934574,0.2884
5,0.013847004493099424,0.0,0.0,0.0,0.0094,0.0304934574,0.2884
6,0.014507563380676453,0.0,0.0,0.0,0.0094,0.0304934574,0.2884
7,0.019398356466233096,0.0,0.0,0.0,0.0094,0.0304934574,0.2884
8,0.017695935340217104,0.0,0.0,0.0,0.0094,0.0304934574,0.2884
9,0.02272119477567225,0.0,0.0,0.0,0.0094,0.0304934574,0.2884
10,0.027341949203059556,0.0,0.0,0.0,0.0094,0.0304934574,0.2884
11,0.04915751494145989,0.003532695770263672,0.0,0.001766347885131836,0.0094,0.0304934574,0.2884
12,0.03829843866337266,8.79513235092163,0.0,4.397566175460815,0.0094,0.0304934574,0.2884
13,0.0937187205301278,9.04004201889038,0.0,4.52002100944519,0.0094,0.0304934574,0.2884
14,0.10113192723040329,9.28495168685913,0.0,4.642475843429565,0.0094,0.0304934574,0.2884
15,0.19422797308096482,9.28495168685913,0.0,4.642475843429565,0.0094,0.0304934574,0.2884
16,0.170862186455982,9.28495168685913,0.0,4.642475843429565,0.326,1.4807919746,3.6096
17,0.19670157868663743,9.28495168685913,0.0,4.642475843429565,0.326,1.4807919746,3.6096
18,0.2272724372677278,9.28495168685913,0.0,4.642475843429565,0.326,1.4807919746,3.6096
19,0.23444790356894568,9.28495168685913,0.0,4.642475843429565,0.6264,2.885647006,6.6941999999999995
20,0.3005755890990574,9.28495168685913,0.0,4.642475843429565,1.1905999999999999,5.2117187104,11.851
21,0.19513396965347454,49.36703453063965,0.0,24.683517265319825,1.8206,7.1501965412,16.5804
22,0.2866792569347739,160.13507404327393,0.0,80.06753702163697,2.2962,8.5189745112,19.8228
23,0.3804594635537809,204.89485177993774,0.0,102.44742588996887,2.2962,8.5189745112,19.8228
24,0.28052855473041405,263.816884803772,0.0,131.908442401886,2.4464,9.010887861399999,20.8402
25,0.2306125991850625,263.816884803772,0.0,131.908442401886,2.7038,9.5201840374,22.1002
26,0.29240259654048506,263.816884803772,0.0,131.908442401886,3.6471999999999998,11.5085947294,27.018
27,0.34670266620538553,263.816884803772,0.0,131.908442401886,4.1378,12.694579315799999,29.641
28,0.3762166560465607,263.816884803772,0.0,131.908442401886,4.182600000000001,13.770044439200001,30.846799999999998
29,0.3972865020073039,263.816884803772,0.0,131.908442401886,4.2088,15.3797090188,32.5128
30,0.3062907084040968,263.816884803772,0.0,131.908442401886,4.21,15.401417893,32.5358
31,0.38843597562979026,292.4640525817871,0.0,146.23202629089354,4.2184,17.506935594599998,35.050599999999996
32,0.3698533948454612,310.3256341934204,0.0,155.1628170967102,4.2218,19.0337590778,36.582800000000006
33,0.3346049907278864,334.03155717849734,0.0,167.01577858924867,4.223199999999999,19.3038164076,37.096199999999996
34,0.3272258587768856,343.57929887771604,0.0,171.78964943885802,4.231,20.4411998886,38.368
35,0.37740438074176375,343.57929887771604,0.0,171.78964943885802,4.233,21.423810743599997,39.366
36,0.339212782518512,343.57929887771604,0.0,171.78964943885802,4.2398,22.7950191186,40.7668
37,0.34379558149388584,343.57929887771604,0.0,171.78964943885802,4.2478,24.0472974106,42.044599999999996
38,0.34587015572631474,343.57929887771604,0.0,171.78964943885802,4.251399999999999,25.4323931796,43.4426
39,0.376671350778246,343.57929887771604,0.0,171.78964943885802,4.2538,26.478396793,44.500800000000005
40,0.34711828569696684,343.57929887771604,0.0,171.78964943885802,4.2661999999999995,27.572090758799998,45.621
41,0.35510388054516384,343.556529045105,0.0,171.7782645225525,4.269,28.662129114,46.725199999999994
42,0.3696221665673386,343.56476135253905,0.0,171.78238067626953,4.2746,30.249817308599997,48.3348
43,0.3287520226591467,343.5731680870056,0.0,171.7865840435028,4.2846,31.6446609468,49.748599999999996
44,0.40483511966913815,343.58650465011596,0.0,171.79325232505798,4.2846,32.7232811728,50.835
45,0.3565648909487328,343.58650465011596,0.0,171.79325232505798,4.2902,33.763720153,51.894
46,0.32154371790164316,343.58650465011596,0.0,171.79325232505798,4.3006,35.102967136400004,53.2626
47,0.42255546320470205,343.58650465011596,0.0,171.79325232505798,4.3022,36.2218113362,54.3926
48,0.318546001598816,343.58650465011596,0.0,171.79325232505798,4.3104,37.7012307934,55.8874
49,0.35060873809537857,343.58650465011596,0.0,171.79325232505798,4.3184,38.706428772,56.9118
50,0.40335193771282685,343.58650465011596,0.0,171.79325232505798,4.3194,39.7383392302,57.9572
51,0.368535897941977,343.59100646972655,0.0,171.79550323486328,4.3258,41.238284873,59.4794
52,0.36782261388244886,343.6040901184082,0.0,171.8020450592041,4.3338,42.38928806,60.6466
53,0.35360274384290885,343.60859241485593,0.0,171.80429620742797,4.3372,43.6823915706,61.9508
54,0.34487604121852794,343.6130947113037,0.0,171.80654735565184,4.342,44.728122504800005,63.009800000000006
55,0.3976520541473195,343.6130947113037,0.0,171.80654735565184,4.3484,46.1211287104,64.41980000000001
56,0.3497718377284904,343.6130947113037,0.0,171.80654735565184,4.3518,47.3350506774,65.6466
57,0.3860964675815313,343.6130947113037,0.0,171.80654735565184,4.3566,48.7796487524,67.1036
58,0.31734136902542764,343.6130947113037,0.0,171.80654735565184,4.368399999999999,49.8514597374,68.19439999999999
59,0.33380269650671707,343.6130947113037,0.0,171.80654735565184,4.368399999999999,50.870002636,69.2178
60,0.38753281959757896,343.6130947113037,0.0,171.80654735565184,4.3732,52.380016216,70.745
61,0.3240995382483403,343.6175964355469,0.0,171.80879821777344,4.3836,53.828082173599995,72.20819999999999
62,0.36302438351977695,343.6266000747681,0.0,171.81330003738404,4.3856,54.858582252,73.2464
63,0.365919983698031,343.635604095459,0.0,171.8178020477295,4.3888,56.2088951514,74.6134
64,0.3613951006488334,343.6407060623169,0.0,171.82035303115845,4.3932,57.4063303928,75.8244
65,0.35070680085527667,343.6407060623169,0.0,171.82035303115845,4.398,58.836802152800004,77.2642
66,0.3832030323827964,343.6407060623169,0.0,171.82035303115845,4.400399999999999,59.864615566800005,78.29960000000001
67,0.38228882431034467,343.6407060623169,0.0,171.82035303115845,4.4036,60.910417984199995,79.3548
68,0.38882961550835426,343.6407060623169,0.0,171.82035303115845,4.409,62.3776539988,80.8396
69,0.36959468691730796,343.6407060623169,0.0,171.82035303115845,4.413,63.791486801400005,82.26219999999999
70,0.39997230871337286,343.6407060623169,0.0,171.82035303115845,4.4158,64.8667489624,83.3448
71,0.29736538001450497,343.63680391311647,0.0,171.81840195655823,4.427,65.86551707080001,84.3596
72,0.3997447884760529,343.6249200820923,0.0,171.81246004104614,4.429,67.3434221378,85.8484
73,0.3889385853059931,343.61651573181155,0.0,171.80825786590577,4.4334,68.76446539460001,87.2808
74,0.31713106385366957,343.61201333999634,0.0,171.80600666999817,4.4386,69.8063445238,88.3326
75,0.3671851854080749,343.61201333999634,0.0,171.80600666999817,4.440600000000001,70.78833832560001,89.3208
76,0.47227535357811856,343.61201333999634,0.0,171.80600666999817,4.440600000000001,72.27732779680001,90.8176
77,0.3554345918533338,343.61201333999634,0.0,171.80600666999817,4.4488,73.697774723,92.2504
78,0.3808704065052044,343.61201333999634,0.0,171.80600666999817,4.4512,74.7287326576,93.28760000000001
79,0.380377165415365,343.61201333999634,0.0,171.80600666999817,4.4528,75.7478459864,94.31280000000001
80,0.3327029778517986,343.61201333999634,0.0,171.80600666999817,4.4592,77.2290706922,95.80839999999999
81,0.36583487477416493,343.6069116592407,0.0,171.80345582962036,4.462,78.65219023419999,97.2388
82,0.3937428982301716,343.6007869720459,0.0,171.80039348602295,4.4643999999999995,79.7118336996,98.30380000000001
83,0.34936643336965834,343.60018663406373,0.0,171.80009331703187,4.468,80.8586640216,99.45960000000001
84,0.3439264387064208,343.5965790748596,0.0,171.7982895374298,4.4708000000000006,82.2116589356,100.8222
85,0.37296115086321585,343.5965790748596,0.0,171.7982895374298,4.474,83.6495254094,102.267
