timestamps,jvm.heap.usage.csv,ExecutorMetrics.OnHeapStorageMemory.csv,ExecutorMetrics.OnHeapExecutionMemory.csv,ExecutorMetrics.OnHeapUnifiedMemory.csv,executor.jvmGCTime.csv,executor.cpuTime.csv,executor.runTime.csv
0,0.010645261558175923,0.0,0.0,0.0,0.0,0.0,0.0
1,0.014057421636046853,0.0,0.0,0.0,0.0,0.0,0.0
2,0.014827069835934766,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01226204152571682,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01306799483124836,0.0,0.0,0.0,0.0,0.0,0.0
5,0.011766868847139332,0.0,0.0,0.0,0.0,0.0,0.0
6,0.016780673351803596,0.0,0.0,0.0,0.0,0.0,0.0
7,0.01798471109491648,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03415888634660486,0.0,0.0,0.0,0.04527272727272727,0.4014229703636364,1.6358181818181818
9,0.03659809450957841,0.0,0.0,0.0,0.08790909090909091,0.7489879168181819,2.5452727272727276
10,0.038558239710738434,0.0044522718949751424,0.0,0.0022261359474875712,0.10354545454545455,0.8831474401818181,2.883818181818182
11,0.039929617996332024,0.0044522718949751424,0.0,0.0022261359474875712,0.10354545454545455,0.8831474401818181,2.883818181818182
12,0.0404409706832163,0.0044522718949751424,0.0,0.0022261359474875712,0.10354545454545455,0.8831474401818181,2.883818181818182
13,0.03754936081678965,0.005165056748823686,0.0,0.002582528374411843,0.10354545454545455,0.8831474401818181,2.883818181818182
14,0.042906623324670226,0.005165056748823686,0.0,0.002582528374411843,0.11618181818181819,0.9333700616363636,2.9622727272727274
15,0.025224168530826322,0.005165056748823686,0.0,0.002582528374411843,0.11618181818181819,0.9333700616363636,2.9622727272727274
16,0.04708298715097723,0.007582967931574041,0.0,0.0037914839657870207,0.11618181818181819,0.9333700616363636,2.9622727272727274
17,0.04996173042670156,0.008791923522949219,0.0,0.004395961761474609,0.11618181818181819,0.9333700616363636,2.9622727272727274
18,0.06762942132966258,0.04843373732133345,0.0,0.024216868660666725,0.13263636363636364,1.1772632857272727,3.2437272727272726
19,0.07479068999647519,0.08807555111971768,0.0,0.04403777555985884,0.1489090909090909,1.4898578008181818,3.948909090909091
20,0.0693381376824383,0.10344418612393466,0.0,0.05172209306196733,0.16854545454545453,1.889676685909091,4.838
21,0.0829619572691303,0.12326509302312677,0.0,0.061632546511563385,0.2328181818181818,2.8387765367272726,6.991181818181818
22,0.049036473704766666,0.12326509302312677,0.0,0.061632546511563385,0.3680909090909091,5.007300262090909,12.219636363636363
23,0.09658068729094037,0.16169795123013583,0.0,0.08084897561506792,0.38709090909090904,5.452538068454545,13.75390909090909
24,0.08796999977220206,0.18151885812932794,0.0,0.09075942906466397,0.44145454545454543,6.759578859818182,17.241909090909093
25,0.08298613413100932,0.18151885812932794,0.0,0.09075942906466397,0.4606363636363636,7.403878379909091,19.359636363636366
26,0.08444081780044409,0.21874276074496182,0.0,0.10937138037248091,0.46536363636363637,7.935452201909091,20.566
27,0.08815353327644461,0.23735471205277878,0.0,0.11867735602638939,0.4711818181818182,8.778636238272728,22.72718181818182
28,0.09799499561246666,0.23735471205277878,0.0,0.11867735602638939,0.47654545454545455,9.457165999545454,24.534454545454544
29,0.1104788109561554,0.23735471205277878,0.0,0.11867735602638939,0.48027272727272724,9.977933104454547,26.398
30,0.09656393371126373,0.23735471205277878,0.0,0.11867735602638939,0.48427272727272724,10.550983289818182,28.17281818181818
