t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1598451371,3,22.609234,14.482562,2.846605,8.441038,17.991846,22.609234,22.609234,22.609234,22.609234,22.609234,0.867067,0.000000,0.000000,0.000000,calls/second,milliseconds
1598451372,11,22.609234,4.487570,0.115706,7.561490,0.609525,3.893017,22.609234,22.609234,22.609234,22.609234,2.486795,0.000000,0.000000,0.000000,calls/second,milliseconds
1598451373,11,22.609234,4.487570,0.115706,7.561490,0.609525,3.893017,22.609234,22.609234,22.609234,22.609234,2.030631,2.200000,2.200000,2.200000,calls/second,milliseconds
1598451374,12,27.720245,6.484953,0.115706,9.730136,0.609525,17.991846,27.720245,27.720245,27.720245,27.720245,1.870649,2.200000,2.200000,2.200000,calls/second,milliseconds
1598451375,18,38.033207,7.490102,0.115706,11.123917,2.846605,10.023019,38.033207,38.033207,38.033207,38.033207,2.427297,2.200000,2.200000,2.200000,calls/second,milliseconds
1598451376,19,38.033207,7.085849,0.115706,10.936803,1.309250,10.023019,38.033207,38.033207,38.033207,38.033207,2.257681,2.200000,2.200000,2.200000,calls/second,milliseconds
1598451377,19,38.033207,7.085849,0.115706,10.936803,1.309250,10.023019,38.033207,38.033207,38.033207,38.033207,2.017108,2.200000,2.200000,2.200000,calls/second,milliseconds
1598451378,20,38.033207,6.717596,0.115706,10.752009,0.909658,3.916798,38.033207,38.033207,38.033207,38.033207,1.920055,2.168018,2.193389,2.197784,calls/second,milliseconds
1598451379,37,38.033207,4.455197,0.115706,8.652522,0.609525,3.050700,27.720245,38.033207,38.033207,38.033207,3.240924,2.168018,2.193389,2.197784,calls/second,milliseconds
1598451380,38,38.033207,4.334996,0.115706,8.558310,0.512859,3.050700,27.720245,38.033207,38.033207,38.033207,3.060807,2.168018,2.193389,2.197784,calls/second,milliseconds
1598451381,38,38.033207,4.334996,0.115706,8.558310,0.512859,3.050700,27.720245,38.033207,38.033207,38.033207,2.832931,2.168018,2.193389,2.197784,calls/second,milliseconds
1598451382,43,38.033207,4.162169,0.115706,8.188901,0.512859,3.050700,22.609234,38.033207,38.033207,38.033207,2.983349,2.168018,2.193389,2.197784,calls/second,milliseconds
1598451383,43,38.033207,4.162169,0.115706,8.188901,0.512859,3.050700,22.609234,38.033207,38.033207,38.033207,2.789804,2.362468,2.233166,2.211093,calls/second,milliseconds
1598451384,47,38.033207,3.852147,0.115706,7.861071,0.506581,3.028172,22.609234,38.033207,38.033207,38.033207,2.863753,2.362468,2.233166,2.211093,calls/second,milliseconds
1598451385,48,38.033207,3.830271,0.115706,7.770574,0.506581,2.998610,22.609234,27.720245,38.033207,38.033207,2.756688,2.362468,2.233166,2.211093,calls/second,milliseconds
1598451386,48,38.033207,3.830271,0.115706,7.770574,0.506581,2.998610,22.609234,27.720245,38.033207,38.033207,2.606963,2.362468,2.233166,2.211093,calls/second,milliseconds
1598451387,49,38.033207,3.764042,0.115706,7.691185,0.512859,2.998610,22.609234,27.720245,38.033207,38.033207,2.524273,2.362468,2.233166,2.211093,calls/second,milliseconds
1598451388,53,38.033207,3.493760,0.115706,7.399883,0.584894,2.909921,22.609234,27.720245,38.033207,38.033207,2.596570,2.269522,2.216090,2.205491,calls/second,milliseconds
1598451389,53,38.033207,3.493760,0.115706,7.399883,0.584894,2.909921,22.609234,27.720245,38.033207,38.033207,2.475194,2.269522,2.216090,2.205491,calls/second,milliseconds
1598451390,53,38.033207,3.493760,0.115706,7.399883,0.584894,2.909921,22.609234,27.720245,38.033207,38.033207,2.364863,2.269522,2.216090,2.205491,calls/second,milliseconds
1598451391,53,38.033207,3.493760,0.115706,7.399883,0.584894,2.909921,22.609234,27.720245,38.033207,38.033207,2.264168,2.269522,2.216090,2.205491,calls/second,milliseconds
1598451392,55,38.033207,3.433882,0.115706,7.240010,0.609525,2.888711,19.066291,27.720245,38.033207,38.033207,2.252797,2.269522,2.216090,2.205491,calls/second,milliseconds
1598451393,64,38.033207,2.956797,0.115706,6.693469,0.542927,2.158414,19.066291,27.720245,38.033207,38.033207,2.518605,2.327928,2.229047,2.209893,calls/second,milliseconds
1598451394,65,38.033207,2.935831,0.115706,6.633022,0.578347,1.823544,19.066291,27.720245,38.033207,38.033207,2.461059,2.327928,2.229047,2.209893,calls/second,milliseconds
1598451395,67,38.033207,2.862352,0.115706,6.521985,0.584894,1.823544,19.066291,27.720245,38.033207,38.033207,2.444262,2.327928,2.229047,2.209893,calls/second,milliseconds
1598451396,68,38.033207,2.827454,0.115706,6.468024,0.584894,1.823544,19.066291,27.720245,38.033207,38.033207,2.393391,2.327928,2.229047,2.209893,calls/second,milliseconds
1598451397,70,38.033207,2.759505,0.115706,6.362712,0.695639,1.767501,19.066291,27.720245,38.033207,38.033207,2.380080,2.327928,2.229047,2.209893,calls/second,milliseconds
