t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1598407777,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407778,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407779,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407780,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407781,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407782,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407783,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407784,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407785,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407786,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407787,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407788,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407789,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407790,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407791,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598407792,2,2306,1443.000000,580,863.000000,2306.000000,2306.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407793,2,2306,1443.000000,580,863.000000,2306.000000,2306.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407794,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407795,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407796,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407797,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407798,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407799,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407800,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407801,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407802,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407803,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407804,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407805,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407806,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407807,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407808,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407809,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407810,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407811,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407812,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407813,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407814,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407815,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407816,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407817,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407818,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407819,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407820,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407821,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407822,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407823,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407824,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407825,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407826,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407827,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407828,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407829,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407830,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407831,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407832,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407833,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407834,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407835,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407836,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407837,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407838,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407839,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407840,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407841,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407842,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407843,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407844,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407845,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407846,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407847,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407848,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407849,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407850,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407851,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407852,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407853,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407854,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
1598407855,4,2306,1184.936536,558,709.483515,1311.000000,1311.000000,2306.000000,2306.000000,2306.000000,2306.000000
