t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1598407778,3,7.452205,2.939181,0.083267,3.228500,1.282071,7.452205,7.452205,7.452205,7.452205,7.452205,1.103492,0.000000,0.000000,0.000000,calls/second,milliseconds
1598407779,25,7.452205,0.698164,0.041765,1.633094,0.224911,0.359672,4.588722,7.452205,7.452205,7.452205,6.812562,0.000000,0.000000,0.000000,calls/second,milliseconds
1598407780,27,7.452205,0.650639,0.041765,1.579276,0.112164,0.359672,4.588722,7.452205,7.452205,7.452205,5.796944,0.000000,0.000000,0.000000,calls/second,milliseconds
1598407781,50,7.452205,0.457139,0.025399,1.327428,0.060999,0.262298,4.528742,4.588722,7.452205,7.452205,8.824261,10.000000,10.000000,10.000000,calls/second,milliseconds
1598407782,50,7.452205,0.457139,0.025399,1.327428,0.060999,0.262298,4.528742,4.588722,7.452205,7.452205,7.503344,10.000000,10.000000,10.000000,calls/second,milliseconds
1598407783,50,7.452205,0.457139,0.025399,1.327428,0.060999,0.262298,4.528742,4.588722,7.452205,7.452205,6.530228,10.000000,10.000000,10.000000,calls/second,milliseconds
1598407784,50,7.452205,0.457139,0.025399,1.327428,0.060999,0.262298,4.528742,4.588722,7.452205,7.452205,5.776236,10.000000,10.000000,10.000000,calls/second,milliseconds
1598407785,54,7.452205,0.429313,0.025399,1.277104,0.065413,0.224911,4.528742,4.588722,7.452205,7.452205,5.592433,10.000000,10.000000,10.000000,calls/second,milliseconds
1598407786,56,7.452205,0.416770,0.025399,1.253653,0.065588,0.129885,4.528742,4.588722,7.452205,7.452205,5.254958,9.264409,9.847937,9.949031,calls/second,milliseconds
1598407787,59,7.452205,0.398474,0.025399,1.220530,0.066567,0.113127,1.282071,4.588722,7.452205,7.452205,5.061523,9.264409,9.847937,9.949031,calls/second,milliseconds
1598407788,1184,4.528742,0.019749,0.001950,0.137543,0.009604,0.012014,0.042828,0.087511,0.113127,0.630156,93.526468,9.264409,9.847937,9.949031,calls/second,milliseconds
1598407789,1262,4.528742,0.019381,0.001950,0.137285,0.009525,0.011865,0.042671,0.075379,0.112689,0.630156,92.415447,9.264409,9.847937,9.949031,calls/second,milliseconds
1598407790,1276,4.528742,0.019561,0.001950,0.137284,0.009534,0.012057,0.042934,0.078587,0.112689,0.630156,87.039820,9.264409,9.847937,9.949031,calls/second,milliseconds
1598407791,1276,4.528742,0.019561,0.001950,0.137284,0.009534,0.012057,0.042934,0.078587,0.112689,0.630156,81.492734,28.064812,13.724742,11.247925,calls/second,milliseconds
1598407792,1283,4.528742,0.020315,0.001950,0.138649,0.009534,0.012119,0.045970,0.087511,0.113127,0.630156,77.009001,28.064812,13.724742,11.247925,calls/second,milliseconds
1598407793,1287,4.528742,0.020430,0.001950,0.138641,0.009538,0.012204,0.046026,0.087511,0.113127,0.630156,72.886613,28.064812,13.724742,11.247925,calls/second,milliseconds
1598407794,1328,4.528742,0.020216,0.001950,0.138346,0.009512,0.012353,0.045684,0.082278,0.112689,0.630156,71.170384,28.064812,13.724742,11.247925,calls/second,milliseconds
1598407795,1330,4.528742,0.020229,0.001950,0.138332,0.009512,0.012402,0.045684,0.082278,0.112689,0.630156,67.635638,28.064812,13.724742,11.247925,calls/second,milliseconds
1598407796,1341,4.528742,0.020270,0.002045,0.138237,0.009542,0.012532,0.045454,0.082278,0.112689,0.630156,64.927650,26.716377,13.683012,11.247659,calls/second,milliseconds
1598407797,1342,4.528742,0.020271,0.002045,0.138228,0.009542,0.012532,0.045454,0.082278,0.112689,0.630156,61.963924,26.716377,13.683012,11.247659,calls/second,milliseconds
1598407798,1350,4.528742,0.020274,0.002045,0.138136,0.009580,0.012685,0.042934,0.082278,0.112689,0.630156,59.579426,26.716377,13.683012,11.247659,calls/second,milliseconds
1598407799,1355,4.528742,0.020290,0.002045,0.138075,0.009604,0.012707,0.042934,0.082278,0.112689,0.630156,57.288036,26.716377,13.683012,11.247659,calls/second,milliseconds
1598407800,1361,4.528742,0.020299,0.002045,0.137995,0.009615,0.012766,0.042934,0.082278,0.112689,0.630156,55.210251,26.716377,13.683012,11.247659,calls/second,milliseconds
1598407801,1371,4.528742,0.020286,0.002045,0.137862,0.009658,0.012773,0.042671,0.082278,0.112689,0.630156,53.440563,25.139942,13.572551,11.224126,calls/second,milliseconds
1598407802,1389,4.528742,0.020319,0.002045,0.137586,0.009708,0.013014,0.042671,0.082278,0.112689,0.630156,52.110655,25.139942,13.572551,11.224126,calls/second,milliseconds
1598407803,1399,4.528742,0.020356,0.002045,0.137484,0.009764,0.013167,0.042671,0.082278,0.112689,0.630156,50.593592,25.139942,13.572551,11.224126,calls/second,milliseconds
1598407804,1407,4.528742,0.020369,0.002045,0.137376,0.009797,0.013260,0.042671,0.082278,0.112689,0.630156,49.103997,25.139942,13.572551,11.224126,calls/second,milliseconds
1598407805,1418,4.528742,0.020434,0.002045,0.137225,0.009830,0.013442,0.042828,0.082278,0.112689,0.630156,47.822283,25.139942,13.572551,11.224126,calls/second,milliseconds
1598407806,1432,4.528742,0.020089,0.002045,0.135862,0.009912,0.013580,0.042934,0.082278,0.111565,0.630068,46.718070,24.057348,13.539948,11.226209,calls/second,milliseconds
1598407807,1442,4.528742,0.020021,0.002045,0.135694,0.009916,0.013593,0.042828,0.082278,0.111565,0.630068,45.557165,24.057348,13.539948,11.226209,calls/second,milliseconds
1598407808,1456,4.528742,0.019973,0.002045,0.135420,0.009923,0.013580,0.042828,0.082278,0.111565,0.630068,44.591727,24.057348,13.539948,11.226209,calls/second,milliseconds
1598407809,1463,4.528742,0.019946,0.002045,0.135280,0.009917,0.013580,0.042828,0.082278,0.111565,0.630068,43.473438,24.057348,13.539948,11.226209,calls/second,milliseconds
1598407810,1477,4.528742,0.020058,0.002045,0.134997,0.009917,0.013527,0.042934,0.087511,0.111565,0.630068,42.622476,24.057348,13.539948,11.226209,calls/second,milliseconds
1598407811,1477,4.528742,0.020058,0.002045,0.134997,0.009917,0.013527,0.042934,0.087511,0.111565,0.630068,41.424990,22.965367,13.488049,11.221631,calls/second,milliseconds
1598407812,1491,4.528742,0.019989,0.002045,0.134761,0.009916,0.013452,0.042934,0.087511,0.111565,0.630068,40.678016,22.965367,13.488049,11.221631,calls/second,milliseconds
1598407813,1499,4.528742,0.019933,0.002045,0.134550,0.009912,0.013452,0.042828,0.082278,0.111565,0.630068,39.811564,22.965367,13.488049,11.221631,calls/second,milliseconds
1598407814,1513,4.528742,0.019828,0.002045,0.134140,0.009856,0.013337,0.042671,0.082278,0.111565,0.630068,39.117427,22.965367,13.488049,11.221631,calls/second,milliseconds
1598407815,1524,4.528742,0.019737,0.002045,0.133836,0.009819,0.013187,0.042671,0.082278,0.111565,0.630068,38.435645,22.965367,13.488049,11.221631,calls/second,milliseconds
1598407816,1536,4.528742,0.019657,0.002045,0.133454,0.009795,0.013107,0.042671,0.082278,0.111565,0.630068,37.785099,21.960696,13.437008,11.217080,calls/second,milliseconds
1598407817,1542,4.528742,0.019668,0.002045,0.133279,0.009803,0.013107,0.041765,0.075379,0.111565,0.630068,37.022437,21.960696,13.437008,11.217080,calls/second,milliseconds
1598407818,1556,4.528742,0.018854,0.002045,0.131501,0.009736,0.012883,0.040901,0.074559,0.109419,0.405615,36.482627,21.960696,13.437008,11.217080,calls/second,milliseconds
1598407819,1569,4.528742,0.018524,0.002045,0.130765,0.009697,0.012773,0.040824,0.072235,0.102331,0.405615,35.944618,21.960696,13.437008,11.217080,calls/second,milliseconds
1598407820,1573,4.528742,0.018504,0.002045,0.130630,0.009713,0.012740,0.040039,0.072235,0.102331,0.405615,35.229242,21.960696,13.437008,11.217080,calls/second,milliseconds
1598407821,1591,4.528742,0.018316,0.002045,0.130079,0.009634,0.012694,0.039975,0.072235,0.102331,0.405615,34.851867,21.068336,13.393422,11.214769,calls/second,milliseconds
1598407822,1599,4.528742,0.018264,0.002045,0.129801,0.009604,0.012694,0.039975,0.072235,0.102331,0.405615,34.276346,21.068336,13.393422,11.214769,calls/second,milliseconds
1598407823,1611,4.528742,0.018171,0.002045,0.129372,0.009587,0.012630,0.039378,0.072235,0.102331,0.405615,33.808739,21.068336,13.393422,11.214769,calls/second,milliseconds
1598407824,1625,0.405615,0.014481,0.002045,0.022512,0.009535,0.012539,0.039357,0.066668,0.101401,0.365942,33.401839,21.068336,13.393422,11.214769,calls/second,milliseconds
1598407825,1636,0.405615,0.014430,0.002045,0.022459,0.009535,0.012462,0.039309,0.066668,0.098488,0.365942,32.950545,21.068336,13.393422,11.214769,calls/second,milliseconds
1598407826,1642,0.405615,0.014391,0.002045,0.022397,0.009547,0.012463,0.039220,0.066668,0.098488,0.365942,32.418708,20.279307,13.357168,11.214687,calls/second,milliseconds
1598407827,1652,0.405615,0.014296,0.002045,0.022331,0.009532,0.012442,0.039220,0.066567,0.098488,0.365942,31.984536,20.279307,13.357168,11.214687,calls/second,milliseconds
1598407828,1660,0.405615,0.014195,0.002045,0.022256,0.009478,0.012390,0.038744,0.066567,0.098488,0.365942,31.528600,20.279307,13.357168,11.214687,calls/second,milliseconds
