t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1598407778,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1598407779,22,0.017284,0.009883,0.004870,0.003199,0.009020,0.010910,0.016654,0.017284,0.017284,0.017284,18.984373,0.000000,0.000000,0.000000,calls/second,milliseconds
1598407780,23,2.547422,0.121805,0.004870,0.521046,0.009187,0.011710,0.017284,2.547422,2.547422,2.547422,10.716881,0.000000,0.000000,0.000000,calls/second,milliseconds
1598407781,47,32.278260,0.783258,0.004870,4.695114,0.008429,0.010159,1.111474,32.278260,32.278260,32.278260,14.896622,0.000000,0.000000,0.000000,calls/second,milliseconds
1598407782,47,32.278260,0.783258,0.004870,4.695114,0.008429,0.010159,1.111474,32.278260,32.278260,32.278260,11.317092,0.000000,0.000000,0.000000,calls/second,milliseconds
1598407783,47,32.278260,0.783258,0.004870,4.695114,0.008429,0.010159,1.111474,32.278260,32.278260,32.278260,9.132340,9.400000,9.400000,9.400000,calls/second,milliseconds
1598407784,47,32.278260,0.783258,0.004870,4.695114,0.008429,0.010159,1.111474,32.278260,32.278260,32.278260,7.647319,9.400000,9.400000,9.400000,calls/second,milliseconds
1598407785,51,32.278260,0.718915,0.004870,4.498630,0.008534,0.010910,1.111474,2.547422,32.278260,32.278260,7.137018,9.400000,9.400000,9.400000,calls/second,milliseconds
1598407786,53,32.278260,0.690036,0.004870,4.407919,0.008603,0.012381,1.111474,2.547422,32.278260,32.278260,6.505873,9.400000,9.400000,9.400000,calls/second,milliseconds
1598407787,56,32.278260,0.650432,0.004870,4.279738,0.008970,0.012880,1.111474,2.547422,32.278260,32.278260,6.123111,9.400000,9.400000,9.400000,calls/second,milliseconds
1598407788,1179,2.547422,0.019177,0.002440,0.083278,0.007161,0.025132,0.042282,0.055908,0.064269,1.111474,116.206087,22.304831,12.067707,10.294181,calls/second,milliseconds
