t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1598409607,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409608,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409609,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409610,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409611,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409612,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409613,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409614,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409615,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409616,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409617,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409618,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409619,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598409620,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409621,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409622,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409623,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409624,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409625,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409626,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409627,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409628,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409629,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409630,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409631,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409632,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409633,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409634,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409635,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409636,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409637,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409638,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409639,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409640,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409641,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409642,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409643,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409644,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409645,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409646,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409647,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409648,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409649,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409650,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409651,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409652,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409653,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409654,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409655,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409656,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409657,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409658,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409659,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409660,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409661,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409662,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409663,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409664,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409665,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409666,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409667,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409668,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409669,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409670,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409671,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409672,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409673,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409674,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409675,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409676,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409677,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409678,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409679,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409680,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409681,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409682,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409683,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409684,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409685,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409686,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409687,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409688,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409689,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409690,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409691,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409692,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409693,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409694,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409695,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409696,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409697,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409698,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409699,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409700,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409701,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409702,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409703,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409704,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409705,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409706,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409707,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409708,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409709,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409710,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409711,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409712,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409713,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409714,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409715,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409716,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409717,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409718,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409719,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409720,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409721,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409722,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409723,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409724,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409725,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409726,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
1598409727,4,3889,1865.755051,558,1393.468337,2447.000000,2447.000000,3889.000000,3889.000000,3889.000000,3889.000000
