timestamps,jvm.heap.usage.csv,ExecutorMetrics.OnHeapStorageMemory.csv,ExecutorMetrics.OnHeapExecutionMemory.csv,ExecutorMetrics.OnHeapUnifiedMemory.csv,executor.jvmGCTime.csv,executor.cpuTime.csv,executor.runTime.csv
0,0.011060472558742486,0.0,0.0,0.0,0.0,0.0,0.0
1,0.011864684958013983,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0109116668864995,0.0,0.0,0.0,0.0,0.0,0.0
3,0.011661277996348113,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01296652889392197,0.0,0.0,0.0,0.0,0.0,0.0
5,0.01367774615350048,0.0,0.0,0.0,0.0,0.0,0.0
6,0.014681271841658721,0.0,0.0,0.0,0.0,0.0,0.0
7,0.015366714011595665,0.0,0.0,0.0,0.0,0.0,0.0
8,0.019596073470375567,0.0,0.0,0.0,0.011454545454545455,0.08889984090909091,0.3004545454545454
9,0.014264305457441178,0.0,0.0,0.0,0.013727272727272727,0.09592904045454545,0.308
10,0.04183776650499373,0.0,0.0,0.0,0.049545454545454545,0.3922665363636364,1.312909090909091
11,0.04343497951671677,0.004453875801780007,0.0,0.0022269379008900037,0.10736363636363636,0.8797020637272728,2.7842727272727275
12,0.04398171056573279,0.004453875801780007,0.0,0.0022269379008900037,0.10736363636363636,0.8797020637272728,2.7842727272727275
13,0.04532627196101338,0.008907751603560015,0.0,0.004453875801780007,0.10736363636363636,0.8797020637272728,2.7842727272727275
14,0.04703396480034831,0.010116793892600319,0.0,0.0050583969463001595,0.10736363636363636,0.8797020637272728,2.7842727272727275
15,0.046848148821129525,0.010116793892600319,0.0,0.0050583969463001595,0.10736363636363636,0.8797020637272728,2.7842727272727275
16,0.04391417620390448,0.010116793892600319,0.0,0.0050583969463001595,0.11827272727272727,0.9281558323636364,2.8604545454545454
17,0.02435981666862299,0.030651959505948154,0.0,0.015325979752974077,0.11827272727272727,0.9281558323636364,2.8604545454545454
18,0.048320093159907644,0.030651959505948154,0.0,0.015325979752974077,0.11827272727272727,0.9281558323636364,2.8604545454545454
19,0.05899043698837206,0.03186100179498846,0.0,0.01593050089749423,0.11827272727272727,0.9281558323636364,2.8604545454545454
20,0.08114824801990744,0.03186100179498846,0.0,0.01593050089749423,0.13872727272727273,1.245675042,3.3095454545454546
