t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1598412501,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412502,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412503,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412504,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412505,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412506,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412507,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412508,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412509,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412510,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412511,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412512,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412513,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412514,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412515,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412516,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412517,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1598412518,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412519,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412520,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412521,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412522,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412523,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412524,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412525,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412526,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412527,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412528,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412529,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412530,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412531,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
1598412532,6,4721,1898.500000,580,1518.183975,2412.000000,2518.000000,4721.000000,4721.000000,4721.000000,4721.000000
