t,count
1598408781,0
1598408782,0
1598408783,0
1598408784,0
1598408785,0
1598408786,0
1598408787,0
1598408788,0
1598408789,0
1598408790,0
1598408791,0
1598408792,0
1598408793,0
1598408794,0
1598408795,0
1598408796,0
1598408797,0
1598408798,0
1598408799,0
1598408800,0
1598408801,0
1598408802,99086232
1598408803,99086232
1598408804,99086232
1598408805,197732126
1598408806,298018495
1598408807,396271768
1598408808,494609986
1598408809,494609986
1598408810,494609986
1598408811,494609986
1598408812,592693831
1598408813,690693014
1598408814,690693014
1598408815,690693014
1598408816,690693014
1598408817,886207797
1598408818,886207797
1598408819,886207797
1598408820,983671425
1598408821,983671425
1598408822,983671425
1598408823,1081185742
1598408824,1081185742
1598408825,1275720243
1598408826,1275720243
1598408827,1275720243
1598408828,1275720243
1598408829,1372768995
1598408830,1469842515
1598408831,1469842515
1598408832,1469842515
1598408833,1469842515
1598408834,1469842515
1598408835,1469842515
1598408836,1469842515
1598408837,1469842515
1598408838,1566677541
1598408839,1663547599
1598408840,1663547599
1598408841,1663547599
1598408842,1759825168
1598408843,1759825168
1598408844,1856211218
1598408845,1856211218
1598408846,1856211218
1598408847,1856211218
1598408848,1856211218
1598408849,1856211218
1598408850,1856211218
1598408851,1856211218
1598408852,1856211218
1598408853,1856211218
1598408854,1856211218
1598408855,1856211218
1598408856,1856211218
1598408857,1856211218
1598408858,1856211218
1598408859,1856211218
1598408860,1856211218
1598408861,1856211218
1598408862,1955856437
1598408863,1955856437
1598408864,1955856437
1598408865,2054850736
1598408866,2054850736
1598408867,2054850736
1598408868,2054850736
1598408869,2054850736
1598408870,2054850736
1598408871,2054850736
1598408872,2054850736
1598408873,2054850736
1598408874,2054850736
1598408875,2054850736
1598408876,2054850736
1598408877,2054850736
1598408878,2054850736
1598408879,2153104009
1598408880,2153104009
1598408881,2153104009
1598408882,2153104009
1598408883,2251287006
1598408884,2251287006
1598408885,2251287006
1598408886,2251287006
1598408887,2251287006
1598408888,2251287006
1598408889,2251287006
1598408890,2251287006
1598408891,2251287006
1598408892,2251287006
1598408893,2251287006
1598408894,2251287006
1598408895,2251287006
1598408896,2251287006
1598408897,2251287006
1598408898,2251287006
1598408899,2349213986
1598408900,2349213986
1598408901,2349213986
1598408902,2349213986
1598408903,2447048286
1598408904,2447048286
1598408905,2447048286
1598408906,2447048286
1598408907,2447048286
1598408908,2447048286
1598408909,2447048286
1598408910,2447048286
1598408911,2447048286
1598408912,2447048286
1598408913,2447048286
1598408914,2447048286
1598408915,2447048286
1598408916,2447048286
1598408917,2447048286
1598408918,2447048286
1598408919,2447048286
1598408920,2447048286
1598408921,2447048286
1598408922,2544578423
1598408923,2544578423
1598408924,2544578423
1598408925,2544578423
1598408926,2642042051
1598408927,2642042051
1598408928,2642042051
1598408929,2642042051
1598408930,2642042051
1598408931,2642042051
1598408932,2642042051
1598408933,2642042051
1598408934,2642042051
1598408935,2642042051
1598408936,2642042051
1598408937,2642042051
1598408938,2642042051
1598408939,2642042051
1598408940,2642042051
1598408941,2642042051
1598408942,2642042051
1598408943,2642042051
1598408944,2642042051
1598408945,2642042051
1598408946,2739279813
1598408947,2739279813
1598408948,2836453622
1598408949,2836453622
1598408950,2836453622
1598408951,2836453622
1598408952,2836453622
1598408953,2836453622
1598408954,2836453622
1598408955,2836453622
1598408956,2836453622
1598408957,2836453622
1598408958,2836453622
1598408959,2836453622
1598408960,2836453622
1598408961,2836453622
1598408962,2836453622
1598408963,2836453622
1598408964,2836453622
1598408965,2836453622
1598408966,2836453622
1598408967,2836453622
1598408968,2836453622
1598408969,2836453622
1598408970,2836453622
1598408971,2836453622
1598408972,2933412830
1598408973,2933412830
1598408974,3030340519
1598408975,3030340519
1598408976,3030340519
1598408977,3030340519
1598408978,3030340519
1598408979,3030340519
1598408980,3030340519
1598408981,3030340519
1598408982,3030340519
1598408983,3030340519
1598408984,3030340519
1598408985,3030340519
1598408986,3030340519
1598408987,3030340519
1598408988,3030340519
1598408989,3030340519
1598408990,3030340519
1598408991,3030340519
1598408992,3030340519
1598408993,3030340519
1598408994,3030340519
1598408995,3030340519
1598408996,3030340519
1598408997,3030340519
1598408998,3126995509
1598408999,3223633657
1598409000,3223633657
1598409001,3223633657
1598409002,3223633657
1598409003,3223633657
1598409004,3223633657
1598409005,3223633657
1598409006,3223633657
1598409007,3223633657
1598409008,3223633657
1598409009,3223633657
1598409010,3223633657
1598409011,3223633657
1598409012,3223633657
1598409013,3223633657
1598409014,3223633657
1598409015,3223633657
1598409016,3223633657
1598409017,3223633657
1598409018,3223633657
1598409019,3223633657
1598409020,3223633657
1598409021,3223633657
1598409022,3223633657
1598409023,3319876364
1598409024,3416003191
1598409025,3416003191
1598409026,3416003191
1598409027,3416003191
1598409028,3416003191
1598409029,3416003191
1598409030,3416003191
1598409031,3416003191
1598409032,3416003191
1598409033,3416003191
1598409034,3416003191
1598409035,3515420283
1598409036,3614292021
1598409037,3614292021
1598409038,3811023441
1598409039,3811023441
1598409040,3811023441
1598409041,3811023441
1598409042,4007233908
1598409043,4007233908
1598409044,4105068208
1598409045,4105068208
1598409046,4105068208
1598409047,4300632522
1598409048,4300632522
1598409049,4300632522
1598409050,4398162659
1598409051,4398162659
1598409052,4495704239
1598409053,4593014293
1598409054,4690170147
1598409055,4690170147
1598409056,4690170147
1598409057,4787171155
1598409058,4884244675
1598409059,4884244675
1598409060,4981070475
1598409061,4981070475
1598409062,5077781389
1598409063,5174288542
1598409064,5174288542
1598409065,5270531249
1598409066,5366703102
1598409067,5462379119
1598409068,5462379119
1598409069,5462379119
1598409070,5462379119
1598409071,5462379119
1598409072,5462379119
1598409073,5462379119
1598409074,5562024338
1598409075,5562024338
1598409076,5661018637
1598409077,5661018637
1598409078,5661018637
1598409079,5661018637
1598409080,5857487866
1598409081,5857487866
1598409082,5857487866
1598409083,5955274578
1598409084,5955274578
1598409085,5955274578
1598409086,6052799050
1598409087,6052799050
1598409088,6052799050
1598409089,6052799050
1598409090,6052799050
1598409091,6247996165
1598409092,6247996165
1598409093,6247996165
1598409094,6442023413
1598409095,6442023413
1598409096,6442023413
1598409097,6538831781
1598409098,6538831781
1598409099,6635701839
1598409100,6635701839
1598409101,6732356829
1598409102,6732356829
1598409103,6925005699
1598409104,6925005699
1598409105,6925005699
1598409106,6925005699
1598409107,6925005699
1598409108,6925005699
1598409109,6925005699
1598409110,6925005699
1598409111,6925005699
1598409112,6925005699
1598409113,6925005699
1598409114,6925005699
1598409115,6925005699
1598409116,6925005699
1598409117,6925005699
1598409118,6925005699
1598409119,6925005699
1598409120,6925005699
1598409121,6925005699
1598409122,6925005699
1598409123,6925005699
1598409124,6925005699
1598409125,6925005699
1598409126,6925005699
1598409127,6925005699
1598409128,6925005699
1598409129,6925005699
1598409130,6925005699
1598409131,6925005699
1598409132,6925005699
1598409133,6925005699
1598409134,6925005699
1598409135,6925005699
1598409136,6925005699
1598409137,6925005699
1598409138,6925005699
1598409139,6925005699
1598409140,6925005699
1598409141,6925005699
1598409142,6925005699
1598409143,6925005699
1598409144,6925005699
1598409145,6925005699
1598409146,6925005699
1598409147,6925005699
1598409148,6925005699
1598409149,6925005699
1598409150,6925005699
1598409151,6925005699
1598409152,6925005699
1598409153,6925005699
1598409154,6925005699
1598409155,6925005699
1598409156,6925005699
1598409157,6925005699
1598409158,6925005699
1598409159,6925005699
1598409160,6925005699
1598409161,6925005699
1598409162,6925005699
1598409163,6925005699
1598409164,6963667116
1598409165,6963667116
1598409166,6963667116
1598409167,6963667116
1598409168,6963667116
1598409169,6963667116
1598409170,6963667116
1598409171,6963667116
1598409172,6963667116
1598409173,6963667116
1598409174,6963667116
1598409175,6963667116
1598409176,6963667116
1598409177,6963667116
1598409178,6963667116
1598409179,6963667116
1598409180,6963667116
1598409181,7016696929
1598409182,7016696929
1598409183,7016696929
1598409184,7016696929
1598409185,7016696929
1598409186,7016696929
1598409187,7016696929
1598409188,7016696929
1598409189,7016696929
1598409190,7016696929
1598409191,7016696929
1598409192,7016696929
1598409193,7016696929
1598409194,7016696929
1598409195,7016696929
1598409196,7016696929
1598409197,7016696929
1598409198,7016696929
1598409199,7016696929
1598409200,7016696929
1598409201,7016696929
1598409202,7016696929
1598409203,7016696929
1598409204,7016696929
1598409205,7016696929
1598409206,7016696929
1598409207,7016696929
1598409208,7016696929
1598409209,7016696929
1598409210,7016696929
1598409211,7016696929
1598409212,7016696929
1598409213,7016696929
1598409214,7016696929
1598409215,7016696929
1598409216,7016696929
1598409217,7016696929
1598409218,7016696929
1598409219,7016696929
1598409220,7016696929
1598409221,7016696929
1598409222,7016696929
1598409223,7016696929
1598409224,7016696929
1598409225,7016696929
1598409226,7016696929
1598409227,7016696929
1598409228,7016696929
1598409229,7016696929
1598409230,7016696929
1598409231,7016696929
1598409232,7016696929
1598409233,7016696929
1598409234,7016696929
1598409235,7016696929
1598409236,7016696929
1598409237,7016696929
1598409238,7016696929
1598409239,7055245963
1598409240,7150546500
1598409241,7150546500
1598409242,7150546500
1598409243,7249540799
1598409244,7348513983
1598409245,7348513983
1598409246,7447061121
1598409247,7545380033
1598409248,7545380033
1598409249,7643463878
1598409250,7741646875
1598409251,7741646875
1598409252,7741646875
1598409253,7741646875
1598409254,7839523163
1598409255,7839523163
1598409256,7839523163
1598409257,7937130934
1598409258,7937130934
1598409259,8034996298
1598409260,8132414785
1598409261,8132414785
1598409262,8132414785
1598409263,8326816733
1598409264,8326816733
1598409265,8423756474
1598409266,8423756474
1598409267,8423756474
